question,Factual_Info
"Question: A forty year old man presents with cold intolerance and weightgain. Examination reveals goiter. The most likely finding oncentral nervous system examination is:
###Options:
A.  Ataxia
B.  Delayed relaxation of ankle jerk
C.  Hypotonia
D.  Hyper reflexia
E.  Loss of sensations

###Answer:",Realated To Gender
"Question: Mrs. Ighodaro, a 34 year old female, has a vaginal delivery of her baby. Blood tests show her haematocrit drops and then progressively rises in the postpartum period. By what mechanism does haematocrit rise in the postpartum period?
###Options:
A.  Plasma volume increases due to diuresis and haemoconcentration
B.  Plasma volume increases due to shift of fluid from intravascular to extravascular space.
C.  Plasma volume increases due to post partum blood loss
D.  Plasma volume decreases due to diuresis and haemoconcentration
E.  Plasma volume decreases due to filtratiom

###Answer:",Realated To Gender
"Question: A 50-year-old man presents with hemoptysis and hematuria. The patient is a chronic smoker. His vital signs are heart rate 80 bpm, blood pressure 130/85 mm Hg, and respiratory rate 16 breaths/min. On physical examination, there are no nasal mucosa erosions or skin nodules. Laboratory test results show antibodies against neutrophil myeloperoxidase. Urine microscopy demonstrates red blood cells. Which of the following will be present on the biopsy of a small vessel?
###Options:
A.  Granulomatous necrosis
B.  Non-granulomatous necrosis
C.  Immune complex deposits
D.  Cholesterol crystals
E.  none

###Answer:",Realated To Gender
"Question: . A 35 year old man presents with loss of consciousness of sudden onset. He recently had a viral infection in which he stopped taking his antithyroid drugs. His heart rate was 120 bpm, blood pressure 170mmhg, body temperature 39°C. What is the next step in the management of this patient?
###Options:
A.  Hydration, cooling blanket and dopamine
B.  Hydration, cooling blanket, beta blockers
C.  Hydration, aspirin, benzodiazepines and beta blockers
D.  Hydration, aspirin and beta blockers
E.  Hydration and benzodiazepines

###Answer:",Realated To Gender
"Question: A 54-year-old market woman woman presents with abdominal pain. Her past medical history reveals alcohol use disorder and heart disease. Her vital signs are blood pressure 124/82 mm Hg and heart rate 94 bpm. On physical examination, the skin is yellowish, and small bright red spots are seen surrounded by slender dilated capillaries. Palpation reveals swelling in the right upper quadrant. Laboratory test results are aspartate aminotransferase 400 U/L and alanine transaminase 200 U/L. Along with other medications to control her current condition, a drug that helps decrease cardiac mortality is also administered. What is the appropriate medication of choice?
###Options:
A.  Benazepril
B.  Lisinopril
C.  Ramipril
D.  Quinapril
E.  None

###Answer:",Realated To Gender
"Question: A 44-year-old woman presents to the healthcare provider for an evaluation. She was notified that her pap smear revealed 'atypical squamous cells- cannot exclude HSIL' (ASC-H) with (positive) HPV 16. She presents for further evaluation with colposcopy. Her vitals are stable. Her history is significant for cesarian delivery, gestational diabetes mellitus, and pelvic inflammatory disease. What are the most concerning finding for cervical dysplasia?
###Options:
A.  ASC-H pap smear
B.  HPV 16
C.  The need for colposcopy
D.  Being 44 years old
E.  None

###Answer:",Realated To Gender
"Question: A 20-year-old woman presents to the clinic with a 1-year history of irregular periods and hirsutism. She reports a family history of polycystic ovary syndrome (PCOS) and denies any medication use. On examination, she has acne and increased hair growth on her face and chest. Which of the following is the most appropriate initial management for this patient?
###Options:
A.  Oral contraceptive pills
B.  Metformin
C.  Spironolactone
D.  Weight loss
E.  Laparoscopic ovarian drilling

###Answer:",Realated To Gender
"Question: A 45-year-old male presents with generalized weakness 5 days after self-medication in a bid to have an accelerated relief of his symptoms by ingestion of a combination of diethylcarbamazine (DEC), ivermectin, and albendazole for the treatment of active onchocerciasis to eliminate both microfilariae and adult worms. He has severe nausea and finds it difficult to stand. He feels frail and easily falls if he attempts to get up from the sitting position. He feels warmer than usual and noticed a lump in the neck at about the same time as symptom onset. Physical examination reveals an acutely ill patient, and he has tender peripheral lymph nodes, most evident in the neck and groin. He is sweating a lot, and his pulse rate is 110 beats/min and blood pressure of 70/50 mmHg. He will most likely require treatment using which of the following?
###Options:
A.  Antihistamines
B.  NSAIDS
C.  Corticosteroids
D.  Antipyretics
E.  Antibiotics

###Answer:",Realated To Gender
"Question: A 34-year-old woman with myasthenia gravis comes to the emergency department because of a 2-day history ofincreasing weakness, shortness of breath, and abdominal cramping. Current medications are prednisone andpyridostigmine. Her temperature is 37°C (98.6°F), pulse is 45/min, and respirations are 25/min and shallow. Her voiceis soft and hypernasal, and she coughs weakly when swallowing water. Breath and heart sounds are normal. Pulmonarytesting shows inability to generate a normal negative inspiratory force during forced inspiration. The abdomen is softand nontender, with increased bowel sounds. Muscle strength is 4/5 diffusely, with severe, continuous, and diffusefasciculations. Deep tendon reflexes are sluggish, but symmetric. Which of the following is the most likely cause of thispatient's weakness?
###Options:
A.  Aspiration pneumonia
B.  Guillain-Barré syndrome
C.  Insufficient dose of prednisone
D.  Motor neuron disease
E.  Pyridostigmine overdose

###Answer:",Realated To Gender
"Question: A 35 years old woman who is now in her 5th pregnancy with 4 alive children presented in antenatal clinic and is diagnosed of anemia.Cause of anemia in her case is ?
###Options:
A.  Folate deficiency
B.  sicke cell anemia
C.  iron deficiency
D.  pernicious anemia
E.  thalassaemia

###Answer:",Realated To Gender
"Question: Seven days after admission to the psychiatric unit for treatment of eating disorders, a hospitalized 20-year-old woman has a 2-day history of moderate mouth pain on the inside of both cheeks. She also reports feeling ""worthless and fat."" Fluoxetine was started on admission. She appears distressed. She is 170 cm (5 ft 7 in) tall and weighs 77 kg (170 lb); BMI is 27 kg/m2. Vital signs are within normal limits. Physical examination shows bilateral swelling of the parotid and submandibular glands, discoloration of several teeth, and scarring on the dorsum of the right hand. Mental status examination shows no suicidal ideation or intent. Results of laboratory studies are within the reference ranges. A medication with which of the following mechanisms of action is most appropriate to treat this patient's current symptoms?
###Options:
A.  Binding to muscarinic acetylcholine receptors
B.  Binding to nicotinic acetylcholine receptor
C.  Inhibition of protein synthesis via binding to 50S ribosomal subunits and preventing peptide bond formation
D.  Inhibition of protein synthesis via loss of DNA helical structure
E.  Interference with bacterial wall synthesis

###Answer:",Realated To Gender
"Question: A 60-year-old man presented with severe shortness of breath, excessive sweating and bluish discoloration of the lips. He had a history of chronic smoking. His laboratory results indicated abnormal haematological findings. The patient was diagnosed with severe emphysema. Which of the following laboratory findings is most likely to be observed in this patient?
###Options:
A.  Increase in HbA1c level
B.  Decrease in white blood cell count
C.  Increase in platelet count
D.  Polycythemia
E.  Decrease in platelet count

###Answer:",Realated To Gender
"Question: Okello, a 2-year old boy is admitted with a 3 day history of cough, fever, inability to feed and difficulty breathing. He is found to be drowsy with intercostals recessions. In this case,
###Options:
A.  The diagnosis is severe pneumonia
B.  Head nodding is an expected feature
C.  A hemogram will show granulocytes of 60%
D.  Treatment of choice is benzathine penicillin
E.  The commonest etiologic agent is now fully preventable by vaccination

###Answer:",Realated To Gender
